宿名,楽天ID,じゃらんID,緯度,経度,住所,電話番号,
＆Ｈｅｒｅ　ＳＨＩＮＪＵＫＵ,193195,,,35.69129661,139.7089609,東京都新宿区新宿2丁目15-14-2,03-6384-2040
レンブラントキャビン新宿新大久保,182812,,,35.7012204,139.7016188,東京都新宿区百人町1丁目4-15,03-6457-6568
ＨＯＴＥＬ　ＥＬ　ＳＨＩＮＪＵＫＵ　１,178428,,,35.69967424,139.7039956,東京都新宿区大久保1-13-17,090-3093-1026
新宿／新大久保駅徒歩３分★　１２０ｍ２一軒家貸切り★　Ｗｉ－Ｆｉパーティー／民泊,169751,,,35.7034637,139.6953249,東京都新宿区百人町2-13-15　Ｊａｐａｎｅｓｅ　ｓｔｙｌｅ　ｖｉｌｌａ,050-5444-6620
Ｇｅ．新宿中心！快適な高級感一軒家／民泊,170456,,,35.7034637,139.6953249,東京都新宿区百人町2-26-22　Ｈｙａｋｕｎｉｎｃｈｏ　Ｈｏｕｓｅ,070-8909-5588
東急ステイ新宿イーストサイド,182379,,,35.6967544,139.7068464,東京都新宿区歌舞伎町二丁目3番24号,03-3205-0109
ホテルたてしな,90,,,35.69228375,139.7089926,東京都新宿区新宿5-8-6,03-3350-5271
ＬＶＢ東新宿／民泊,190863,,,35.6983611,139.7055488,東京都新宿区大久保1-1-11　コントワール新宿411,050-1721-4419
東新宿駅２分８名。３ベッドルーム＋リビング。４部屋全て個室。／民泊,186663,,,35.6983995,139.705526,東京都新宿区大久保1-1-11-302　コントワール新宿,080-5883-4668
リオグランデ西新宿,197561,,,35.6881272,139.6741195,東京都中野区弥生町3-32-2,080-8500-9217
ＴＯＫＹＯ　パラダイス　ＨＯＴＥＬ　＾,185685,,,35.6997902,139.7040313,東京都新宿区大久保1-14-26　ＴＯＫＹＯ　ＰＡＲＡＤＩＳＥ　ＨＯＴＥＬ,080-6686-8282
ホテルリブマックス新宿歌舞伎町明治通,177603,,,35.6969053,139.7069551,東京都新宿区歌舞伎町2丁目3番23号,03-3209-7800
ＭＵＳＡＳＨＩ　Ｃｏｎｄｏ　Ｓｈｉｎｊｕｋｕ　＾,169857,,,35.699796,139.7041709,東京都新宿区大久保1-5-4　634　Ｃｏｎｄｏ　Ｓｈｉｎｊｕｋｕ,090-4522-3073
和ノ楓,177819,,,35.6947164,139.7082999,東京都新宿区新宿6-12-9,03-5341-4267
Ｆ２．新宿大久保ホテルＩ　＾,170453,,,35.7028111,139.6986773,東京都新宿区大久保2-10-15　ＨＯＴＥＬ　Ｏｋｕｂｏ　Ｉ,070-8909-5588
ｂｍｊ　Ｈｙａｋｕｎｉｎｃｈｏ,179296,,,35.7027141,139.6991247,東京都新宿区百人町2-11-12,03-6908-8548
Ｆｕｇｕｉ　Ｃｏｎｄｏｍｉｎｉｕｍ　Ｈｏｔｅｌ／民泊,170851,,,35.703987,139.69371,東京都新宿区北新宿3-6-5　モナーク北新宿107　Ｆｕｇｕｉ　Ｃｏｎｄｏｍｉｎｉｕｍ　Ｈｏｔｅｌ,050-5444-6620
ガロアホテル　新大久保,178354,,,35.70246557,139.6999613,東京都新宿区百人町2丁目４－９,03-5545-5233
ＨＹＵＵ　ｈｏｕｓｅ,160680,,,35.700756,139.703188,東京都新宿区大久保1-15-11,03-6302-1881
ホテルパセラリビング,177543,,,35.6965944,139.7075114,東京都新宿区新宿6-29-2,0120-429-411
ＨＯＴＥＬ　ＥＬ　ＳＨＩＮＪＵＫＵ　２,178429,,,35.7003103,139.7040013,東京都新宿区大久保1-14-23,090-3093-1026
ｂｍｊ　Ｓｈｉｎｊｕｋｕ　Ｏｋｕｂｏ,165056,,,35.70348541,139.6974378,東京都新宿区百人町2-22-2,03-6908-8548
Ｗｏｎｄｅｒｆｕｌ　ｓｔａｙ　ＴＯＫＹＯ　中野　＾,185813,,,35.6934728,139.6741793,東京都中野区本町5-3-6　Ｗｏｎｄｅｒｆｕｌ　ｓｔａｙ　ＴＯＫＹＯ,03-4400-6897
ｉｌｌｉ　Ｔａｓ　Ｓｈｉｎｊｕｋｕ,192633,,,35.6905791,139.7098701,東京都新宿区新宿2-15-29,050-1720-7210
Ｆｕｌｌ　Ｈｏｕｓｅ１０１,196722,,,35.6806129,139.6771078,東京都渋谷区本町6-33-6,03-3320-7701
Ｆｕｌｌ　Ｈｏｕｓｅ１０２,196723,,,35.6806129,139.6771078,東京都渋谷区本町6-33-6,03-3320-7701
Ｆｕｌｌ　Ｈｏｕｓｅ２０１,196724,,,35.6806129,139.6771078,東京都渋谷区本町6-33-6,03-3320-7701
Ｆｕｌｌ　Ｈｏｕｓｅ２０２,196725,,,35.6806129,139.6771078,東京都渋谷区本町6-33-6,03-3320-7701
ＯＭＡＴＳＵＲＩ　ＢＡＳＥ　Ｎａｋａｎｏｓｈｉｍｂａｓｈｉ,196575,,,35.6924161,139.6737848,東京都中野区弥生町2-25-10,03-6454-7875
御風閣大久保／民泊,185447,,,35.699898,139.7047593,東京都新宿区大久保1-9-27　ｗｉｎｄ　ｈｏｕｓｅ大久保,03-6273-8085
ホテルハナビ,135990,,,35.70301284,139.6994096,東京都新宿区百人町2-8-5,03-3366-9688
１００　ＩＮＮ　Ｓｔａｎｄａｒｄ,198459,,,35.7031801,139.6989801,東京都新宿区百人町2-13-1,050-6880-6290
冠京ホテル,188858,,,35.7002765,139.7044302,東京都新宿区大久保1-10-21,03-6231-0330
ＩＮＴＨＥＨＯＯＤ　Ｓｈｉｎｊｕｋｕ　Ｂｅｌｌｂｅ　＾,171340,,,35.6897489,139.7101275,東京都新宿区新宿1-15-5　ｉｎｔｈｅＨｏｏｄ　Ｓｈｉｎｊｕｋｕ　Ｂｅｌｌｂｅ,050-1745-9707
バルコニーからの素敵な夜景・最上階！Ｆｏｒｅｓｔ　Ｙｏｙｏｇｉ　＾,185729,,,35.6779194,139.6799511,東京都渋谷区西原1-29-4　フォレスト代々木,03-6479-8758
イーホテル東新宿,72086,,,35.69779975,139.7071286,東京都新宿区歌舞伎町2-3-15,03-5287-3588
ＳＬＥＥＰＬＡＢ　ＴＨＥ　ＳＴＡＹ　Ｃａｓｕａｌ　西新宿,192882,,,35.6889917,139.6731725,東京都中野区弥生町4-6-14,06-7713-1349
新宿ホテル　パークイン,41025,,,35.69051454,139.7102398,東京都新宿区新宿1-36-5,03-3354-9000
Ｂｅｅ　Ｈｏｍｅｓ　－　幡ヶ谷ハイム　＾,186500,,,35.6787401,139.6785156,東京都渋谷区幡ケ谷2-1-15　幡ケ谷ハイム201．402　Ｈａｔａｇａｙａ　Ｈｅｉｍ,080-3001-0648
Ｇａｒｆｉｅｌｄ　Ｈｏｍｅ／民泊,185620,,,35.6938992,139.7096564,東京都新宿区新宿6-6-5　Ｇａｒｆｉｅｌｄ　Ｈｏｍｅ,050-5444-6620
平成マンション／民泊,190644,,,35.7003557,139.704871,東京都新宿区大久保1-9-24　平成マンション,070-4805-6199
ソフィアスホステル,149021,,,35.70013724,139.7053814,東京都新宿区大久保1-7-26　1F,03-5155-2651
アパホテル〈東新宿駅前〉,138038,,,35.698336,139.707232,東京都新宿区大久保1-1-48,0570-015-711
大久保店・ダイヤモンド悠／民泊,190514,,,35.7001644,139.705401,東京都新宿区大久保1-7-26　301室　日韓マンション,070-4474-0102
Ｒａ　Ｇｒａｎｄｅ　新宿／民泊,195577,,,35.6945887,139.709648,東京都新宿区新宿6-7-18　Ra Grande新宿,080-8500-9217
Ｆ１．新宿大久保ホテルＩＩ　＾,170454,,,35.701981,139.7029527,東京都新宿区大久保2-10-15　大久保ホテルＩＩ,070-8909-5588
ＡＩＳ　幡ヶ谷３／民泊,175577,,,35.680457,139.6762355,東京都渋谷区幡ヶ谷3-2-5 AIS 幡ヶ谷,050-5444-6620
ＡＩＳ　幡ヶ谷６／民泊,175586,,,35.680457,139.6762355,東京都渋谷区幡ヶ谷3-2-5 AIS 幡ケ谷,050-5444-6620
新宿ＣＩＴＹ　ＨＯＴＥＬ　Ｎ．Ｕ．Ｔ．Ｓ東京,43928,,,35.68978964,139.7107675,東京都新宿区新宿1-16-5,03-5379-1041
新宿　＾,185137,,,35.6943705,139.7098259,東京都新宿区新宿6-6-14　Ｓｈｉｎｊｕｋｕ,090-7847-6802
ＰＲＩＭＥ新宿／民泊,195530,,,35.6945809,139.7098678,東京都新宿区新宿6-6-11　PRIME新宿,080-8500-9217
北新宿戸建て・ブルーハウス／民泊,190329,,,35.7051424,139.6913468,東京都新宿区北新宿3-26-22　Ｂｌｕｅ　Ｈｏｕｓｅ,080-7247-4888
東京ビジネスホテル,89,,,35.69344477,139.7104202,東京都新宿区新宿6-3-2,03-3356-4605
ＡＬＯ　ＢＮＢ　４／民泊,174435,,,35.70256152,139.7025252,東京都新宿区大久保2-33-4 ロッソ新大久保B 103,080-3934-6095
ＬＭｓｈｉｎｊｕｋｕ２／民泊,174510,,,35.6982078,139.7078966,東京都新宿区新宿7-27-4 ライオンズマンション新宿第2,090-6992-1927
ロッソ新大久保／民泊,174742,,,35.7025764,139.7026115,東京都新宿区大久保2-33-3ロッソ 新大久保C201,050-5444-6620
東横ＩＮＮ新宿御苑前駅３番出口,166448,,,35.6895159,139.7111793,東京都新宿区新宿1-17-8,03-6843-1045
Ｂｅｅ　Ｈｏｕｓｅ　Ｎｉｓｈｉｈａｒａ　＾,189474,,,35.67709168,139.679595,東京都渋谷区西原1-26-4　Ｂｅｅ　Ｈｏｕｓｅ　Ｎｉｓｈｉｈａｒａ,080-3001-0648
ＧＬＯＵ東新宿,181759,,,35.6992841,139.7070309,東京都新宿区大久保1-1-38,03-6876-7107
新宿サンパークホテル　＾,186188,,,35.7046197,139.6975525,東京都新宿区百人町3-22-15　Ｓｈｉｎｊｕｋｕ　Ｓｕｎ　Ｐａｒｋ　Ｈｏｔｅｌ,03-3362-7101
レジデンシャルホテル　大久保第一ハウス,180476,,,35.7020753,139.703601,東京都新宿区大久保2-31-14　大久保第一ハウス Ａ．Ｂ,050-5806-2242
マツリホテル幡ヶ谷,180111,,,35.6824298,139.6741212,東京都渋谷区幡ヶ谷3-58-3　アズール渋谷幡ヶ谷,03-6228-0440
ルアナ渋谷,182329,,,35.6804088,139.6755502,東京都渋谷区幡ヶ谷3-8-11,080-7535-6719
ＧＬＯＵ東新宿　新館,181760,,,35.6992914,139.7072337,東京都新宿区大久保1-2-8,03-6876-7107
ＵＮＰＬＡＮ　Ｓｈｉｎｊｕｋｕ,168747,,,35.6931349,139.710868,東京都新宿区新宿５丁目３－１５,03-6384-1297
泉庵　＾,171375,,,35.6820551,139.674259,東京都渋谷区幡ケ谷3-57-5　泉庵,03-6233-7534
相鉄フレッサイン東新宿駅前,72001,,,35.69857746,139.7079341,東京都新宿区新宿7-27-9,03-6892-2032
ＯＮＳＥＮ　ＲＹＯＫＡＮ　ＹＵＥＮ　ＳＨＩＮＪＵＫＵ,172443,,,35.69268449,139.7111049,東京都新宿区新宿5-3-18,03-5361-8355
Ｉ　ＧＯ　ＨＯＴＥＬ,179728,,,35.7005043,139.7061618,東京都新宿区大久保1-5-17,03-4291-2064
グレイシャス東新宿　＾,195149,,,35.7006828,139.7060658,東京都新宿区大久保1-5-8　グレイシャス東新宿,090-5557-2935
北新宿ハウス／民泊,195508,,,35.7057526,139.6924636,東京都新宿区北新宿4-15-2　北新宿ハウス,080-8500-9217
Ｍｉｎｉ　Ｈｏｔｅｌ　Ｓｈｉｎｊｕｋｕ　Ｆｒｏｎｔ　＾,189389,,,35.6972071,139.6740198,東京都中野区本町3-33-8　Ｍｉｎｉ　Ｈｏｔｅｌ　Ｓｈｉｎｊｕｋｕ　Ｆｒｏｎｔ,090-1264-7853
ホテルリステル新宿,99,,,35.69306428,139.7113285,東京都新宿区新宿5-3-20,03-3350-0123
ＣＯＣＯＳＨＵＫＵ　新宿花園,180136,,,35.690659,139.7117666,東京都新宿区新宿1-32-11,03-5843-0356
ホテルリブマックス新宿ＥＡＳＴ,172840,,,35.69747292,139.7095291,東京都新宿区新宿６丁目２７－４９,03-3205-6400
Ｂｏｏｋ　Ｔｅａ　Ｂｅｄ　ＳＨＩＮＪＵＫＵ－ＧＹＯＥＮ,176587,,,35.68890844,139.7120859,東京都新宿区新宿1-12-8,03-5925-8692
ＤＯＭＯ－ＨＯＴＥＬ,172684,,,35.6994479,139.7080708,東京都新宿区新宿7‐27‐15,03-6205-9888
いいね！プレイス,161114,,,35.6780273,139.6767275,東京都渋谷区幡ヶ谷2-12-17清水荘2Ｆ,7026440963
新宿一軒家／民泊,175411,,,35.6994466,139.7085931,東京都新宿区新宿7-26-27 ,090-6933-6319
ＬＩＶＩＯＮ　Ｖ　幡ヶ谷,197548,,,35.6797265,139.6746179,東京都渋谷区幡ケ谷3-18-5,080-8500-9217
サンモールクレスト２０２／民泊,186485,,,35.6896554,139.7126786,東京都新宿区新宿1-19-20　サンモールクレスト202,050-5444-6620
サンモール第三マンション６０２／民泊,186303,,,35.6895878,139.7128873,東京都新宿区新宿1-19-10　サンモール第三マンション６0２,050-1721-4419
サンモールクレスト６０７／民泊,189587,,,35.6895878,139.7128873,東京都新宿区新宿1-19-10　サンモールクレスト６0７,050-1721-4419
サンモールクレスト３０６／民泊,193962,,,35.6895878,139.7128873,東京都新宿区新宿1-19-10　サンモールクレスト,050-1721-4419
サンモールクレスト４０３／民泊,194296,,,35.6895878,139.7128873,東京都新宿区新宿1-19-10　サンモールクレスト４0３,050-1721-4419
サンモールクレスト５０６／民泊,195040,,,35.6895878,139.7128873,東京都新宿区新宿1-19-10　サンモールクレスト５0６,050-1721-4419
東京新宿和邸／民泊,170458,,,35.698366,139.7099949,東京都新宿区新宿7-26-61　新宿和邸,050-5444-6620
北新宿の一戸建て丸貸し／民泊,186594,,,35.70681738,139.6934544,東京都新宿区北新宿4-5-2　北新宿の一戸建て丸貸し,050-5444-6620
シタディーン新宿,76859,,,35.69100067,139.7131256,東京都新宿区新宿1-28-13,03-5379-7208
ＨＡＲＡＤＡ　Ｂｌｄ．８　３Ｆ,196726,,,35.6773037,139.6760791,東京都渋谷区幡ヶ谷2-14-9,03-3320-7701
ＨＡＲＡＤＡ　Ｂｌｄ．８　４Ｆ,196727,,,35.6773037,139.6760791,東京都渋谷区幡ヶ谷2-14-9,03-3320-7701
ＨＡＲＡＤＡ　Ｂｌｄ．８　５Ｆ,196728,,,35.6773037,139.6760791,東京都渋谷区幡ヶ谷2-14-9,03-3320-7701
ＣＡＶＡ　ＨＯＵＳＥ　＾,194975,,,35.6903542,139.7133475,東京都新宿区新宿1-29-1　Ｃａｖａ　Ｈｏｕｓｅ,070-2625-2037
サクラクロスホテル新宿東アネックス,181646,,,35.6972144,139.7112865,東京都新宿区新宿6-23-11,070-5264-1544
ロナホテル,180638,,,35.6985143,139.7105042,東京都新宿区新宿7-24-4,080-7535-6719
ＳＬＥＥＰＬＡＢ　ＴＨＥ　ＳＴＡＹ　Ｃａｓｕａｌ　新宿／民泊,190542,,,35.6975323,139.7116512,東京都新宿区新宿6-24-1　スワンレイクイン新宿　　501号室,080-7354-1297
サクラホテル幡ヶ谷,17908,,,35.67611526,139.676671,東京都渋谷区幡ヶ谷1-32-3,03-3469-5211
ＣＯＺＹ　ＶＩＢＥＳ,180693,,,35.69970743,139.7101642,東京都新宿区新宿7-21-13,090-2171-7888
Ｓｕｎｓｔａｙ　東中野１　１０１,180484,,,35.7067962,139.6849423,東京都中野区東中野4-3-8,050-5526-5346
Ｓｕｎｓｔａｙ　東中野１　１０２,180485,,,35.7067962,139.6849423,東京都中野区東中野4-3-8,050-5526-5346
Ｓｕｎｓｔａｙ　東中野１　２０１,180486,,,35.7067962,139.6849423,東京都中野区東中野4-3-8,050-5526-5346
Ｓｕｎｓｔａｙ　東中野１　３０１,180487,,,35.7067962,139.6849423,東京都中野区東中野4-3-8,050-5526-5346
東新宿一軒家・貸切／民泊,185579,,,35.703991,139.7051782,東京都新宿区大久保1-4-5　福浜,03-6279-0620
ＵＲＢＡＮ　ＨＯＵＳＥ　ＨＡＴＡＧＡＹＡ　＾,191006,,,35.683576,139.6705112,東京都中野区南台2-31-8　ＵＲＢＡＮ　ＨＯＵＳＥ　ＨＡＴＡＧＡＹＡ,090-1665-2539
ＣＯＲＥＨＯＴＥＬ　＾,195148,,,35.7022917,139.7076616,東京都新宿区大久保2-8-26　COREHOTEL,090-5557-2935
和貴ビル１Ｆ＿新宿Ｇｏｕｒｍｅｔ＆Ｓｈｏｐｐｉｎｇ　Ｒｅｃｅｎｔｌｙ／民泊,190503,,,35.70260902,139.7073151,東京都新宿区大久保2-8-7　和貴ビル　ＢＩ　1Ｆ,080-7247-4888
和貴ビル２Ｆ＿新宿Ｇｏｕｒｍｅｔ＆Ｓｈｏｐｐｉｎｇ　Ｒｅｃｅｎｔｌｙ／民泊,190501,,,35.70260902,139.7073164,東京都新宿区大久保2-8-7　和貴ビル　ＢＩ　2Ｆ,080-7247-4888
ＩＬＩＭＡ東中野,187292,,,35.7069293,139.684896,東京都中野区東中野4-2-10,03-6279-0620
フラワーハウス／民泊,195065,,,35.6795165,139.6728037,東京都渋谷区幡ヶ谷3-25-5,03-3320-7701
西新宿グリーンホテル（旧：ホテルノーブル）,225,,,35.67693035,139.675249,東京都渋谷区幡ヶ谷2-18-1,03-3378-2468
ＳＬＥＥＰＬＡＢ　ＴＨＥ　ＳＴＡＹ　Ｃａｓｕａｌ　新宿ＩＩ　＾,191158,,,35.70781054,139.6902089,東京都新宿区北新宿4-34-16　アヴィニティー東中野　1Ｆ,080-7354-1297
Ａ　Ｂａｓｅｍｅｎｔ　ｉｎ　Ｈｉｇａｓｈｉ　Ｓｈｉｎｊｕｋｕ　＾,170966,,,35.6979034,139.7119504,東京都新宿区新宿7-12-3　扇園第3ビル　Ｂ1,050-5444-6620
東新宿扇園／民泊,171226,,,35.6979034,139.7119504,東京都新宿区新宿7-12-3　扇園第3ビル,011-215-1939
ＨＯＴＥＬ　ＬＵＸ（扇園第三ビル）　＾,185612,,,35.69792125,139.7119576,東京都新宿区新宿7-12-3　扇園第三ビル,011-215-1939
グランディオーソアーバンステイ新宿イースト,179040,,,35.70302948,139.7072465,東京都新宿区大久保2-11-21,050-3138-6036
Ｕｒｂａｎ　Ｓｔａｙ　Ｓｈｉｎｊｕｋｕ　Ｅａｓｔ　＾,169375,,,35.7031765,139.7071429,東京都新宿区大久保二-11--21号　ＵＲＢＡＮ　ＳＴＡＹ　ＳＨＩＮＪＵＫＵ　ＥＡＳＴ,050-3138-6036
ｃａｓａ　ｈａｎａ　＾,171768,,,35.6765361,139.675196,東京都渋谷区幡ケ谷1-4-1　花ビル　カーサ・ハナ,070-3101-0316
グランディオーソ中野富士見町,184113,,,35.6885804,139.6686727,東京都中野区弥生町5-11-22,050-3138-6036
サクラクロスホテル新宿東,168371,,,35.6979982,139.7122787,東京都新宿区新宿7-11-3,070-5264-1544
Ｍ／Ｗ　ＨＯＴＥＬ,189231,,,35.6889418,139.7150526,東京都新宿区四谷4-27-3,03-6273-0241
新宿雅邸,179166,,,35.68882821,139.7151746,東京都新宿区四谷4-27-15,090-4744-3879
ＣＯＣＯＳＨＵＫＵ　中野,181223,,,35.6981961,139.6707849,東京都中野区中央4-1-21　新中野明和ビル2-3Ｆ,03-5843-0356
レジデンスホテル　ウィル新宿,16477,,,35.68891208,139.715445,東京都新宿区四谷4-25　検索の際はグーグルマップでホテル名で入力お願いします　,03-3356-5666
新宿新大久保徒歩８分１０８　ｍ２日本庭園の宿／民泊,169750,,,35.7044034,139.7068737,東京都新宿区大久保2-15-16　オリエントコーポ301,050-5444-6620
メゾン新中野,172025,,,35.6969637,139.6695605,東京都中野区本町4-44-7,090-1853-1545
ａｌｍｏｎｄ　ｈｏｓｔｅｌ　＆　ｃａｆｅ,164463,,,35.6699481,139.6875296,東京都渋谷区元代々木町1-7,050-3628-5577
ＬＵＡＮＡホテル　新中野駅前,193490,,,35.6972637,139.6690096,東京都中野区本町4-46-9加藤マンション,03-6382-6308
Ｂｅｅ　Ｈｏｍｅｓ　－　東中野　＾,186821,,,35.70916926,139.6872492,東京都中野区東中野4-20-17　1Ｆ．2Ｆ　Ｂｅｅ　Ｈｏｕｓｅ,080-3001-0648
新宿・四谷エリア　四谷三丁目駅から徒歩５分のマンション／民泊,173356,,,35.6884356,139.7164593,東京都新宿区四谷4-14-2　フォー＆フォー四谷301,050-5444-6620
Ｔｏｋｙｏ富士見ハウス／民泊,173430,,,35.6910465,139.6665442,東京都杉並区和田1-18-5-202,050-5444-6620
Ｔｏｋｙｏ２０２富士見ハウス／民泊,173469,,,35.6910465,139.6665442,東京都杉並区和田1-18-5,050-5444-6620
ＳＨＩＢＵＹＡ　ＳＴＲＥＡＭ　ＨＯＴＥＬ,167550,,,35.657139,139.7030203,東京都渋谷区渋谷3-21-3,03-3406-1090
渋谷エクセルホテル東急,4778,,,35.65870117,139.6998558,東京都渋谷区道玄坂1-12-2（渋谷マークシティ内）,03-5457-0109
渋谷グランベルホテル,52992,,,35.65625427,139.7016169,東京都渋谷区桜丘町15-17,03-5457-2681
渋谷東急ＲＥＩホテル,509,,,35.66020384,139.7020056,東京都渋谷区渋谷1-24-10,03-3498-0109
